UserName,MenuDate,Breakfast,MorningSnack,Lunch,AfternoonSnack,Dinner
AndreaC,2026-01-20,Yogurt griego natural Dos Pinos 150 g x1 | Granola artesanal 30 g x1 | Fresas 1 taza x1 | Mantequilla de maní 1 cda x1,Sandía 1 taza x1 | Nueces mixtas 20 g x1,Lomo de cerdo a la plancha 120 g x1 | Yuca cocida 150 g x1 | Pico de gallo 1 porción x1 | Ensalada verde 1 taza x1,Barra de cereal Jack's 1 unidad x1 | Manzana mediana x1,Salmón al horno 120 g x1 | Arroz integral cocido 1 taza x1 | Brócoli al vapor 1 taza x1
AndreaC,2026-01-21,Gallo pinto casero 1 taza x1 | Huevo entero 1 unidad x2 | Queso fresco Dos Pinos 30 g x1 | Papaya 1 taza x1,Barra de cereal Jack's 1 unidad x1 | Leche descremada Dos Pinos 250 ml x1,Tilapia al horno 120 g x1 | Arroz blanco cocido 1 taza x1 | Vegetales salteados 1 taza x1 | Aguacate 1/2 unidad x1,Batido de proteína 1 porción x1 | Banano mediano x1,Tilapia al horno 120 g x1 | Papa cocida 150 g x1 | Vegetales salteados 1 taza x1
AndreaC,2026-01-22,Pan cuadrado integral Musmanni 2 rebanadas x1 | Revuelto de huevo con tomate 1 porción x1 | Aguacate 1/2 unidad x1 | Café negro 1 taza x1,Yogurt griego natural Dos Pinos 150 g x1 | Banano mediano x1,Casado con pollo 1 plato x1,Papaya 1 taza x1 | Almendras 20 g x1,Omelette de espinaca 1 porción x1 | Aguacate 1/2 unidad x1 | Tomate 1 unidad x1
AndreaC,2026-01-23,Cereal Chokos Jack's 30 g x1 | Leche más proteína Dos Pinos 250 ml x1 | Manzana mediana x1,Sandía 1 taza x1 | Nueces mixtas 20 g x1,Carne molida magra 120 g x1 | Camote cocido 150 g x1 | Brócoli al vapor 1 taza x1,Yogurt de fresa Dos Pinos 125 g x1 | Galleta maría Pozuelo 4 unidades x1,Tilapia al horno 120 g x1 | Papa cocida 150 g x1 | Vegetales salteados 1 taza x1
AndreaC,2026-01-24,Avena en hojuelas 40 g x1 | Leche descremada Dos Pinos 250 ml x1 | Banano mediano x1 | Semillas de chía 1 cda x1,Manzana mediana x1 | Almendras 20 g x1,Bistec de res 120 g x1 | Papa cocida 150 g x1 | Brócoli al vapor 1 taza x1 | Tomate 1 unidad x1,Queso cottage Dos Pinos 1 taza x1 | Piña 1 taza x1,Salmón al horno 120 g x1 | Arroz integral cocido 1 taza x1 | Brócoli al vapor 1 taza x1
AndreaC,2026-01-25,Avena en hojuelas 40 g x1 | Leche descremada Dos Pinos 250 ml x1 | Banano mediano x1 | Semillas de chía 1 cda x1,Sandía 1 taza x1 | Nueces mixtas 20 g x1,Bistec de res 120 g x1 | Papa cocida 150 g x1 | Brócoli al vapor 1 taza x1 | Tomate 1 unidad x1,Yogurt griego natural Dos Pinos 150 g x1,Pechuga de pollo a la plancha 120 g x1 | Camote cocido 150 g x1 | Ensalada verde 1 taza x1
AndreaC,2026-01-26,Gallo pinto casero 1 taza x1 | Huevo entero 1 unidad x2 | Queso fresco Dos Pinos 30 g x1 | Papaya 1 taza x1,Manzana mediana x1 | Almendras 20 g x1,Pechuga de pollo a la plancha 120 g x1 | Arroz integral cocido 1 taza x1 | Frijoles negros cocidos 1 taza x1 | Ensalada verde 1 taza x1 | Aguacate 1/2 unidad x1,Papaya 1 taza x1 | Almendras 20 g x1,Tilapia al horno 120 g x1 | Papa cocida 150 g x1 | Vegetales salteados 1 taza x1
AndreaC,2026-01-27,Gallo pinto casero 1 taza x1 | Huevo entero 1 unidad x2 | Queso fresco Dos Pinos 30 g x1 | Papaya 1 taza x1,Piña 1 taza x1 | Queso fresco Dos Pinos 30 g x1,Pechuga de pollo a la plancha 120 g x1 | Arroz integral cocido 1 taza x1 | Frijoles negros cocidos 1 taza x1 | Ensalada verde 1 taza x1 | Aguacate 1/2 unidad x1,Barra de cereal Jack's 1 unidad x1 | Manzana mediana x1,Sopa negra 1 taza x1 | Queso fresco Dos Pinos 30 g x1 | Tortilla de maíz 2 unidades x1
AndreaC,2026-01-28,Cereal Chokos Jack's 30 g x1 | Leche más proteína Dos Pinos 250 ml x1 | Manzana mediana x1,Sandía 1 taza x1 | Nueces mixtas 20 g x1,Casado con pollo 1 plato x1,Papaya 1 taza x1 | Almendras 20 g x1,Salmón al horno 120 g x1 | Arroz integral cocido 1 taza x1 | Brócoli al vapor 1 taza x1
AndreaC,2026-01-29,Gallo pinto casero 1 taza x1 | Huevo entero 1 unidad x2 | Queso fresco Dos Pinos 30 g x1 | Papaya 1 taza x1,Piña 1 taza x1 | Queso fresco Dos Pinos 30 g x1,Lomo de cerdo a la plancha 120 g x1 | Yuca cocida 150 g x1 | Pico de gallo 1 porción x1 | Ensalada verde 1 taza x1,Queso cottage Dos Pinos 1 taza x1 | Piña 1 taza x1,Pechuga de pollo a la plancha 120 g x1 | Camote cocido 150 g x1 | Ensalada verde 1 taza x1
AndreaC,2026-01-30,Tortilla de maíz 2 unidades x1 | Huevo entero 1 unidad x2 | Queso mozzarella Dos Pinos 30 g x1 | Piña 1 taza x1,Barra de cereal Jack's 1 unidad x1 | Leche descremada Dos Pinos 250 ml x1,Lomo de cerdo a la plancha 120 g x1 | Yuca cocida 150 g x1 | Pico de gallo 1 porción x1 | Ensalada verde 1 taza x1,Queso cottage Dos Pinos 1 taza x1 | Piña 1 taza x1,Wrap de pollo 1 unidad x1 | Pepino 1 taza x1
AndreaC,2026-01-31,Cereal Chokos Jack's 30 g x1 | Leche más proteína Dos Pinos 250 ml x1 | Manzana mediana x1,Sandía 1 taza x1 | Nueces mixtas 20 g x1,Casado con pollo 1 plato x1,Papaya 1 taza x1 | Almendras 20 g x1,Sopa negra 1 taza x1 | Queso fresco Dos Pinos 30 g x1 | Tortilla de maíz 2 unidades x1
AndreaC,2026-02-01,Pan cuadrado integral Musmanni 2 rebanadas x1 | Revuelto de huevo con tomate 1 porción x1 | Aguacate 1/2 unidad x1 | Café negro 1 taza x1,Barra de cereal Jack's 1 unidad x1 | Leche descremada Dos Pinos 250 ml x1,Pechuga de pollo a la plancha 120 g x1 | Arroz integral cocido 1 taza x1 | Frijoles negros cocidos 1 taza x1 | Ensalada verde 1 taza x1 | Aguacate 1/2 unidad x1,Papaya 1 taza x1 | Almendras 20 g x1,Salmón al horno 120 g x1 | Arroz integral cocido 1 taza x1 | Brócoli al vapor 1 taza x1
AndreaC,2026-02-02,Gallo pinto casero 1 taza x1 | Huevo entero 1 unidad x2 | Queso fresco Dos Pinos 30 g x1 | Papaya 1 taza x1,Papaya 1 taza x1 | Galleta soda Pozuelo 4 unidades x1,Tilapia al horno 120 g x1 | Arroz blanco cocido 1 taza x1 | Vegetales salteados 1 taza x1 | Aguacate 1/2 unidad x1,Barra de cereal Jack's 1 unidad x1 | Manzana mediana x1,Salmón al horno 120 g x1 | Arroz integral cocido 1 taza x1 | Brócoli al vapor 1 taza x1
AndreaC,2026-02-03,Gallo pinto casero 1 taza x1 | Huevo entero 1 unidad x2 | Queso fresco Dos Pinos 30 g x1 | Papaya 1 taza x1,Papaya 1 taza x1 | Galleta soda Pozuelo 4 unidades x1,Pechuga de pollo a la plancha 120 g x1 | Arroz integral cocido 1 taza x1 | Frijoles negros cocidos 1 taza x1 | Ensalada verde 1 taza x1 | Aguacate 1/2 unidad x1,Yogurt griego natural Dos Pinos 150 g x1,Omelette de espinaca 1 porción x1 | Aguacate 1/2 unidad x1 | Tomate 1 unidad x1
AndreaC,2026-02-04,Tortilla de maíz 2 unidades x1 | Huevo entero 1 unidad x2 | Queso mozzarella Dos Pinos 30 g x1 | Piña 1 taza x1,Sandía 1 taza x1 | Nueces mixtas 20 g x1,Tilapia al horno 120 g x1 | Arroz blanco cocido 1 taza x1 | Vegetales salteados 1 taza x1 | Aguacate 1/2 unidad x1,Yogurt griego natural Dos Pinos 150 g x1,Tilapia al horno 120 g x1 | Papa cocida 150 g x1 | Vegetales salteados 1 taza x1
AndreaC,2026-02-05,Pan blanco Musmanni 2 rebanadas x1 | Queso fresco Dos Pinos 30 g x1 | Yogurt de fresa Dos Pinos 125 g x1 | Banano mediano x1,Manzana mediana x1 | Almendras 20 g x1,Tilapia al horno 120 g x1 | Arroz blanco cocido 1 taza x1 | Vegetales salteados 1 taza x1 | Aguacate 1/2 unidad x1,Queso cottage Dos Pinos 1 taza x1 | Piña 1 taza x1,Pechuga de pollo a la plancha 120 g x1 | Camote cocido 150 g x1 | Ensalada verde 1 taza x1
AndreaC,2026-02-06,Gallo pinto casero 1 taza x1 | Huevo entero 1 unidad x2 | Queso fresco Dos Pinos 30 g x1 | Papaya 1 taza x1,Piña 1 taza x1 | Queso fresco Dos Pinos 30 g x1,Atún en agua Sardimar 1 lata x1 | Pasta integral cocida 1 taza x1 | Ensalada verde 1 taza x1,Yogurt griego natural Dos Pinos 150 g x1,Ensalada de atún 1 porción x1 | Galleta soda Pozuelo 4 unidades x1
AndreaC,2026-02-07,Pan blanco Musmanni 2 rebanadas x1 | Queso fresco Dos Pinos 30 g x1 | Yogurt de fresa Dos Pinos 125 g x1 | Banano mediano x1,Papaya 1 taza x1 | Galleta soda Pozuelo 4 unidades x1,Lomo de cerdo a la plancha 120 g x1 | Yuca cocida 150 g x1 | Pico de gallo 1 porción x1 | Ensalada verde 1 taza x1,Yogurt de fresa Dos Pinos 125 g x1 | Galleta maría Pozuelo 4 unidades x1,Wrap de pollo 1 unidad x1 | Pepino 1 taza x1
AndreaC,2026-02-08,Cereal Chokos Jack's 30 g x1 | Leche más proteína Dos Pinos 250 ml x1 | Manzana mediana x1,Manzana mediana x1 | Almendras 20 g x1,Lomo de cerdo a la plancha 120 g x1 | Yuca cocida 150 g x1 | Pico de gallo 1 porción x1 | Ensalada verde 1 taza x1,Papaya 1 taza x1 | Almendras 20 g x1,Salmón al horno 120 g x1 | Arroz integral cocido 1 taza x1 | Brócoli al vapor 1 taza x1
AndreaC,2026-02-09,Gallo pinto casero 1 taza x1 | Huevo entero 1 unidad x2 | Queso fresco Dos Pinos 30 g x1 | Papaya 1 taza x1,Sandía 1 taza x1 | Nueces mixtas 20 g x1,Carne molida magra 120 g x1 | Camote cocido 150 g x1 | Brócoli al vapor 1 taza x1,Barra de cereal Jack's 1 unidad x1 | Manzana mediana x1,Salmón al horno 120 g x1 | Arroz integral cocido 1 taza x1 | Brócoli al vapor 1 taza x1
AndreaC,2026-02-10,Tortilla de maíz 2 unidades x1 | Huevo entero 1 unidad x2 | Queso mozzarella Dos Pinos 30 g x1 | Piña 1 taza x1,Barra de cereal Jack's 1 unidad x1 | Leche descremada Dos Pinos 250 ml x1,Casado con pollo 1 plato x1,Yogurt griego natural Dos Pinos 150 g x1,Omelette de espinaca 1 porción x1 | Aguacate 1/2 unidad x1 | Tomate 1 unidad x1
AndreaC,2026-02-11,Gallo pinto casero 1 taza x1 | Huevo entero 1 unidad x2 | Queso fresco Dos Pinos 30 g x1 | Papaya 1 taza x1,Yogurt griego natural Dos Pinos 150 g x1 | Banano mediano x1,Bistec de res 120 g x1 | Papa cocida 150 g x1 | Brócoli al vapor 1 taza x1 | Tomate 1 unidad x1,Barra de cereal Jack's 1 unidad x1 | Manzana mediana x1,Salmón al horno 120 g x1 | Arroz integral cocido 1 taza x1 | Brócoli al vapor 1 taza x1
AndreaC,2026-02-12,Avena en hojuelas 40 g x1 | Leche descremada Dos Pinos 250 ml x1 | Banano mediano x1 | Semillas de chía 1 cda x1,Barra de cereal Jack's 1 unidad x1 | Leche descremada Dos Pinos 250 ml x1,Casado con pollo 1 plato x1,Papaya 1 taza x1 | Almendras 20 g x1,Ensalada de atún 1 porción x1 | Galleta soda Pozuelo 4 unidades x1
AndreaC,2026-02-13,Avena en hojuelas 40 g x1 | Leche descremada Dos Pinos 250 ml x1 | Banano mediano x1 | Semillas de chía 1 cda x1,Manzana mediana x1 | Almendras 20 g x1,Pechuga de pollo a la plancha 120 g x1 | Arroz integral cocido 1 taza x1 | Frijoles negros cocidos 1 taza x1 | Ensalada verde 1 taza x1 | Aguacate 1/2 unidad x1,Barra de cereal Jack's 1 unidad x1 | Manzana mediana x1,Wrap de pollo 1 unidad x1 | Pepino 1 taza x1
AndreaC,2026-02-14,Cereal Chokos Jack's 30 g x1 | Leche más proteína Dos Pinos 250 ml x1 | Manzana mediana x1,Yogurt griego natural Dos Pinos 150 g x1 | Banano mediano x1,Atún en agua Sardimar 1 lata x1 | Pasta integral cocida 1 taza x1 | Ensalada verde 1 taza x1,Queso cottage Dos Pinos 1 taza x1 | Piña 1 taza x1,Ensalada de atún 1 porción x1 | Galleta soda Pozuelo 4 unidades x1
AndreaC,2026-02-15,Cereal Chokos Jack's 30 g x1 | Leche más proteína Dos Pinos 250 ml x1 | Manzana mediana x1,Papaya 1 taza x1 | Galleta soda Pozuelo 4 unidades x1,Pechuga de pollo a la plancha 120 g x1 | Arroz integral cocido 1 taza x1 | Frijoles negros cocidos 1 taza x1 | Ensalada verde 1 taza x1 | Aguacate 1/2 unidad x1,Barra de cereal Jack's 1 unidad x1 | Manzana mediana x1,Pechuga de pollo a la plancha 120 g x1 | Camote cocido 150 g x1 | Ensalada verde 1 taza x1
AndreaC,2026-02-16,Pan blanco Musmanni 2 rebanadas x1 | Queso fresco Dos Pinos 30 g x1 | Yogurt de fresa Dos Pinos 125 g x1 | Banano mediano x1,Barra de cereal Jack's 1 unidad x1 | Leche descremada Dos Pinos 250 ml x1,Casado con pollo 1 plato x1,Yogurt de fresa Dos Pinos 125 g x1 | Galleta maría Pozuelo 4 unidades x1,Omelette de espinaca 1 porción x1 | Aguacate 1/2 unidad x1 | Tomate 1 unidad x1
AndreaC,2026-02-17,Gallo pinto casero 1 taza x1 | Huevo entero 1 unidad x2 | Queso fresco Dos Pinos 30 g x1 | Papaya 1 taza x1,Manzana mediana x1 | Almendras 20 g x1,Carne molida magra 120 g x1 | Camote cocido 150 g x1 | Brócoli al vapor 1 taza x1,Yogurt de fresa Dos Pinos 125 g x1 | Galleta maría Pozuelo 4 unidades x1,Wrap de pollo 1 unidad x1 | Pepino 1 taza x1
AndreaC,2026-02-18,Yogurt griego natural Dos Pinos 150 g x1 | Granola artesanal 30 g x1 | Fresas 1 taza x1 | Mantequilla de maní 1 cda x1,Sandía 1 taza x1 | Nueces mixtas 20 g x1,Carne molida magra 120 g x1 | Camote cocido 150 g x1 | Brócoli al vapor 1 taza x1,Yogurt de fresa Dos Pinos 125 g x1 | Galleta maría Pozuelo 4 unidades x1,Tilapia al horno 120 g x1 | Papa cocida 150 g x1 | Vegetales salteados 1 taza x1
AndreaC,2026-02-19,Tortilla de maíz 2 unidades x1 | Huevo entero 1 unidad x2 | Queso mozzarella Dos Pinos 30 g x1 | Piña 1 taza x1,Yogurt griego natural Dos Pinos 150 g x1 | Banano mediano x1,Tilapia al horno 120 g x1 | Arroz blanco cocido 1 taza x1 | Vegetales salteados 1 taza x1 | Aguacate 1/2 unidad x1,Papaya 1 taza x1 | Almendras 20 g x1,Sopa negra 1 taza x1 | Queso fresco Dos Pinos 30 g x1 | Tortilla de maíz 2 unidades x1
AndreaC,2026-02-20,Pan cuadrado integral Musmanni 2 rebanadas x1 | Revuelto de huevo con tomate 1 porción x1 | Aguacate 1/2 unidad x1 | Café negro 1 taza x1,Barra de cereal Jack's 1 unidad x1 | Leche descremada Dos Pinos 250 ml x1,Carne molida magra 120 g x1 | Camote cocido 150 g x1 | Brócoli al vapor 1 taza x1,Batido de proteína 1 porción x1 | Banano mediano x1,Omelette de espinaca 1 porción x1 | Aguacate 1/2 unidad x1 | Tomate 1 unidad x1
AndreaC,2026-02-21,Pan cuadrado integral Musmanni 2 rebanadas x1 | Revuelto de huevo con tomate 1 porción x1 | Aguacate 1/2 unidad x1 | Café negro 1 taza x1,Manzana mediana x1 | Almendras 20 g x1,Casado con pollo 1 plato x1,Yogurt de fresa Dos Pinos 125 g x1 | Galleta maría Pozuelo 4 unidades x1,Omelette de espinaca 1 porción x1 | Aguacate 1/2 unidad x1 | Tomate 1 unidad x1
AndreaC,2026-02-22,Tortilla de maíz 2 unidades x1 | Huevo entero 1 unidad x2 | Queso mozzarella Dos Pinos 30 g x1 | Piña 1 taza x1,Sandía 1 taza x1 | Nueces mixtas 20 g x1,Carne molida magra 120 g x1 | Camote cocido 150 g x1 | Brócoli al vapor 1 taza x1,Yogurt griego natural Dos Pinos 150 g x1,Sopa negra 1 taza x1 | Queso fresco Dos Pinos 30 g x1 | Tortilla de maíz 2 unidades x1
AndreaC,2026-02-23,Gallo pinto casero 1 taza x1 | Huevo entero 1 unidad x2 | Queso fresco Dos Pinos 30 g x1 | Papaya 1 taza x1,Barra de cereal Jack's 1 unidad x1 | Leche descremada Dos Pinos 250 ml x1,Casado con pollo 1 plato x1,Yogurt griego natural Dos Pinos 150 g x1,Sopa negra 1 taza x1 | Queso fresco Dos Pinos 30 g x1 | Tortilla de maíz 2 unidades x1
AndreaC,2026-02-24,Cereal Chokos Jack's 30 g x1 | Leche más proteína Dos Pinos 250 ml x1 | Manzana mediana x1,Piña 1 taza x1 | Queso fresco Dos Pinos 30 g x1,Bistec de res 120 g x1 | Papa cocida 150 g x1 | Brócoli al vapor 1 taza x1 | Tomate 1 unidad x1,Papaya 1 taza x1 | Almendras 20 g x1,Ensalada de atún 1 porción x1 | Galleta soda Pozuelo 4 unidades x1
AndreaC,2026-02-25,Gallo pinto casero 1 taza x1 | Huevo entero 1 unidad x2 | Queso fresco Dos Pinos 30 g x1 | Papaya 1 taza x1,Papaya 1 taza x1 | Galleta soda Pozuelo 4 unidades x1,Tilapia al horno 120 g x1 | Arroz blanco cocido 1 taza x1 | Vegetales salteados 1 taza x1 | Aguacate 1/2 unidad x1,Yogurt griego natural Dos Pinos 150 g x1,Sopa negra 1 taza x1 | Queso fresco Dos Pinos 30 g x1 | Tortilla de maíz 2 unidades x1
